sample,suction_amp_kpa,cyclic_amp,final_plastic_strain_index,stiffness_loss_pct,final_hydraulic_damage,final_seismic_damage,parameter_set,pc0_kpa
1278,109.43016004026296,0.21908667767894482,0.006702795459999063,19.02996808941555,0.2,0.016792469657188627,baseline_params_with_input_perturbation,120.0
1279,103.53515947303666,0.21894457953071855,0.006516683859640347,18.978381424658853,0.2,0.01616606015657154,baseline_params_with_input_perturbation,120.0
1280,98.00214241610988,0.20205162297651966,0.004629301161671818,18.429029805210362,0.2,0.009495361920411444,baseline_params_with_input_perturbation,120.0
1281,96.43737457945628,0.20338737002721796,0.0046908946768704695,18.449357786382205,0.2,0.0097422016917837,baseline_params_with_input_perturbation,120.0
1282,101.30469378093862,0.20955780763858353,0.005424469599409128,18.66010153802461,0.2,0.012301232961727164,baseline_params_with_input_perturbation,120.0
1283,104.13749976911804,0.20488751200269026,0.0050456900411747765,18.550163144675913,0.2,0.010966266756778836,baseline_params_with_input_perturbation,120.0
1284,103.798914945098,0.21585947949348686,0.006165610432771701,18.877246005421178,0.2,0.014937987208685366,baseline_params_with_input_perturbation,120.0
1285,104.06680601308254,0.1937906697643836,0.004128372911557845,18.27852166849998,0.2,0.007667763117499381,baseline_params_with_input_perturbation,120.0
1286,109.86734617028135,0.20250221913833114,0.004955165222102904,18.522776507175575,0.2,0.010633714729988985,baseline_params_with_input_perturbation,120.0
1287,105.50997847019244,0.21671121046764036,0.006308798930591362,18.919452625193355,0.2,0.015450496163061682,baseline_params_with_input_perturbation,120.0
1288,102.94136906339126,0.1905271775924944,0.003878162232486942,18.202779328480112,0.2,0.00674803470297271,baseline_params_with_input_perturbation,120.0
1289,105.56052009391166,0.18369511821486906,0.0034883272866054684,18.086372134354722,0.2,0.005334518774306982,baseline_params_with_input_perturbation,120.0
1290,106.91027535449417,0.21078156327549263,0.005691024223037334,18.74012965491243,0.2,0.013273002952508006,baseline_params_with_input_perturbation,120.0
1291,98.53303488250171,0.18217420202905563,0.0032978166634331225,18.025759226940284,0.2,0.004598504898560311,baseline_params_with_input_perturbation,120.0
1292,95.8797323690327,0.1916280815290435,0.0037936880192831037,18.179563434135314,0.2,0.006466127414500161,baseline_params_with_input_perturbation,120.0
1293,101.17157263190425,0.20701061498265028,0.005171713834143257,18.585890516204138,0.2,0.011400099125335877,baseline_params_with_input_perturbation,120.0
1294,104.53038752778299,0.18684992551216456,0.0036635201338094383,18.13936524574411,0.2,0.00597800655546395,baseline_params_with_input_perturbation,120.0
1295,99.62947107104678,0.2142449646358321,0.005857942037749945,18.788417373115085,0.2,0.01385935381639739,baseline_params_with_input_perturbation,120.0
1296,91.77921953696494,0.18002753416237738,0.0030617606219726424,17.952143174163993,0.2,0.003704595686276631,baseline_params_with_input_perturbation,120.0
1297,96.46298506517887,0.19954510361065703,0.0043790456495066315,18.355722693861775,0.2,0.008605204139750045,baseline_params_with_input_perturbation,120.0
1298,106.0454390623236,0.1971967868032982,0.004425233021910351,18.36800091500731,0.2,0.008754296825088473,baseline_params_with_input_perturbation,120.0
1299,106.97664626944916,0.19178449345696313,0.004031661975456217,18.251202011178503,0.2,0.007336024421452848,baseline_params_with_input_perturbation,120.0
1300,96.66277850424655,0.21154391794782623,0.005460264058745498,18.67734882754807,0.2,0.012510664334512029,baseline_params_with_input_perturbation,120.0
